"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_900087465.1","GCF_900087475.1","GCF_900087485.1","GCF_900087495.1","GCF_900087505.1","GCF_900087515.1","GCF_900087535.1","GCF_900087545.1","GCF_900087575.1","GCF_900087585.1","GCF_900087595.1","GCF_900087665.1","GCF_900087695.1","GCF_900087755.1","GCF_900087765.1","GCF_900087825.1","GCF_900087835.1","GCF_900087845.1","GCF_900087885.1","GCF_900087925.1"
"group_1066","","hypothetical protein","20","20","1","3","117","","","","347","347","347","BJDFHBJJ_00957","FHFNEIGL_00890","NPNHHEFA_00986","EKGGEFJM_01026","IPCEDBCE_01073","BPLIIOBE_01054","LAKMDKJD_01077","HCNCMENI_00443","ABPCLIDI_00660","DPDPODFO_00931","GEBNMNOD_01177","FPOKCNBF_00530","JPMNGIHJ_01227","IENJPBOG_01232","EKEBIHOE_00272","KADELANJ_00497","NDKHHKNJ_00351","PDJHNNAA_00993","PHDCEHKO_00083","OOEMJHNJ_01418"
"bioB","","Biotin synthase","20","20","1","1","101","","","","848","848","848","BJDFHBJJ_00872","FHFNEIGL_00812","NPNHHEFA_00691","EKGGEFJM_00820","IPCEDBCE_01058","BPLIIOBE_00979","LAKMDKJD_00824","HCNCMENI_00984","ABPCLIDI_01079","DPDPODFO_00272","GEBNMNOD_01256","FPOKCNBF_01078","JPMNGIHJ_00284","IENJPBOG_00825","EKEBIHOE_01413","KADELANJ_00166","NDKHHKNJ_01520","PDJHNNAA_00142","PHDCEHKO_00931","OOEMJHNJ_01354"
"group_1068","","hypothetical protein","20","20","1","4","136","","","","836","836","836","BJDFHBJJ_00074","FHFNEIGL_00073","NPNHHEFA_00072","EKGGEFJM_00070","IPCEDBCE_00241","BPLIIOBE_00269","LAKMDKJD_00072","HCNCMENI_00072","ABPCLIDI_00784","DPDPODFO_00162","GEBNMNOD_00585","FPOKCNBF_00006","JPMNGIHJ_00180","IENJPBOG_00118","EKEBIHOE_01110","KADELANJ_01138","NDKHHKNJ_00221","PDJHNNAA_01098","PHDCEHKO_01071","OOEMJHNJ_01136"
"nusB","","N utilization substance protein B","20","20","1","5","198","","","","416","416","416","BJDFHBJJ_01068","FHFNEIGL_01001","NPNHHEFA_00816","EKGGEFJM_00337","IPCEDBCE_00118","BPLIIOBE_00055","LAKMDKJD_00837","HCNCMENI_01111","ABPCLIDI_00107","DPDPODFO_00674","GEBNMNOD_01409","FPOKCNBF_00246","JPMNGIHJ_00056","IENJPBOG_00152","EKEBIHOE_00451","KADELANJ_01464","NDKHHKNJ_01212","PDJHNNAA_00536","PHDCEHKO_01343","OOEMJHNJ_00366"
"group_1070","","hypothetical protein","20","20","1","4","106","","","","308","308","308","BJDFHBJJ_00043","FHFNEIGL_00041","NPNHHEFA_00040","EKGGEFJM_00040","IPCEDBCE_00211","BPLIIOBE_00299","LAKMDKJD_00041","HCNCMENI_00041","ABPCLIDI_00877","DPDPODFO_00070","GEBNMNOD_00286","FPOKCNBF_00151","JPMNGIHJ_00916","IENJPBOG_00959","EKEBIHOE_00770","KADELANJ_00535","NDKHHKNJ_00191","PDJHNNAA_00183","PHDCEHKO_01423","OOEMJHNJ_00024"
"group_1071","","hypothetical protein","20","20","1","5","92","","","","761","761","761","BJDFHBJJ_00314","FHFNEIGL_00387","NPNHHEFA_00895","EKGGEFJM_00898","IPCEDBCE_00017","BPLIIOBE_00155","LAKMDKJD_00316","HCNCMENI_00312","ABPCLIDI_00208","DPDPODFO_00775","GEBNMNOD_01307","FPOKCNBF_00064","JPMNGIHJ_01037","IENJPBOG_01409","EKEBIHOE_01515","KADELANJ_01342","NDKHHKNJ_00898","PDJHNNAA_01502","PHDCEHKO_00473","OOEMJHNJ_01080"
"iscS","","Cysteine desulfurase IscS","20","20","1","1","277","","","","1163","1163","1163","BJDFHBJJ_00714","FHFNEIGL_00805","NPNHHEFA_01444","EKGGEFJM_00493","IPCEDBCE_00469","BPLIIOBE_00466","LAKMDKJD_00689","HCNCMENI_01483","ABPCLIDI_01199","DPDPODFO_00265","GEBNMNOD_01415","FPOKCNBF_00997","JPMNGIHJ_00548","IENJPBOG_00435","EKEBIHOE_00643","KADELANJ_00006","NDKHHKNJ_01065","PDJHNNAA_01035","PHDCEHKO_01060","OOEMJHNJ_00539"
"group_1073","","hypothetical protein","20","20","1","2","35","","","","770","770","770","BJDFHBJJ_01208","FHFNEIGL_01042","NPNHHEFA_01081","EKGGEFJM_01168","IPCEDBCE_01214","BPLIIOBE_01200","LAKMDKJD_01159","HCNCMENI_01153","ABPCLIDI_00542","DPDPODFO_01513","GEBNMNOD_00499","FPOKCNBF_01170","JPMNGIHJ_00986","IENJPBOG_00035","EKEBIHOE_00716","KADELANJ_00130","NDKHHKNJ_00303","PDJHNNAA_01307","PHDCEHKO_00378","OOEMJHNJ_00479"
"group_1074","","hypothetical protein","20","20","1","3","198","","","","263","263","263","BJDFHBJJ_01260","FHFNEIGL_01200","NPNHHEFA_01411","EKGGEFJM_01382","IPCEDBCE_01311","BPLIIOBE_01292","LAKMDKJD_01252","HCNCMENI_01444","ABPCLIDI_01013","DPDPODFO_00605","GEBNMNOD_01491","FPOKCNBF_01083","JPMNGIHJ_01499","IENJPBOG_01397","EKEBIHOE_01184","KADELANJ_01031","NDKHHKNJ_01465","PDJHNNAA_00847","PHDCEHKO_01311","OOEMJHNJ_01209"
"yigZ","","IMPACT family member YigZ","20","20","1","1","60","","","","503","503","503","BJDFHBJJ_00543","FHFNEIGL_00636","NPNHHEFA_00428","EKGGEFJM_00621","IPCEDBCE_00611","BPLIIOBE_00780","LAKMDKJD_00454","HCNCMENI_00631","ABPCLIDI_00718","DPDPODFO_00836","GEBNMNOD_00072","FPOKCNBF_00604","JPMNGIHJ_00330","IENJPBOG_00292","EKEBIHOE_00135","KADELANJ_00402","NDKHHKNJ_00098","PDJHNNAA_00048","PHDCEHKO_00301","OOEMJHNJ_00101"
"group_1076","","hypothetical protein","20","20","1","1","191","","","","230","230","230","BJDFHBJJ_00797","FHFNEIGL_01144","NPNHHEFA_00539","EKGGEFJM_00676","IPCEDBCE_00854","BPLIIOBE_00890","LAKMDKJD_00667","HCNCMENI_00829","ABPCLIDI_00022","DPDPODFO_01152","GEBNMNOD_00882","FPOKCNBF_01281","JPMNGIHJ_00133","IENJPBOG_00677","EKEBIHOE_00976","KADELANJ_01111","NDKHHKNJ_00937","PDJHNNAA_00746","PHDCEHKO_01180","OOEMJHNJ_00725"
"hydA_1","","Quinone-reactive Ni/Fe-hydrogenase small chain","20","20","1","2","367","","","","1154","1154","1154","BJDFHBJJ_00277","FHFNEIGL_00186","NPNHHEFA_00275","EKGGEFJM_00187","IPCEDBCE_00359","BPLIIOBE_00359","LAKMDKJD_00278","HCNCMENI_00189","ABPCLIDI_01434","DPDPODFO_00443","GEBNMNOD_00329","FPOKCNBF_00795","JPMNGIHJ_00397","IENJPBOG_00803","EKEBIHOE_00661","KADELANJ_00680","NDKHHKNJ_00787","PDJHNNAA_00317","PHDCEHKO_00614","OOEMJHNJ_00167"
"group_1078","","hypothetical protein","20","20","1","5","118","","","","257","257","257","BJDFHBJJ_00337","FHFNEIGL_00364","NPNHHEFA_00917","EKGGEFJM_00921","IPCEDBCE_00040","BPLIIOBE_00133","LAKMDKJD_00339","HCNCMENI_00334","ABPCLIDI_00185","DPDPODFO_00752","GEBNMNOD_01331","FPOKCNBF_01373","JPMNGIHJ_01060","IENJPBOG_00229","EKEBIHOE_00529","KADELANJ_01365","NDKHHKNJ_01375","PDJHNNAA_01251","PHDCEHKO_00497","OOEMJHNJ_00288"
"group_1079","","hypothetical protein","20","20","1","2","81","","","","344","344","344","BJDFHBJJ_00589","FHFNEIGL_00680","NPNHHEFA_00574","EKGGEFJM_00765","IPCEDBCE_00943","BPLIIOBE_00965","LAKMDKJD_01051","HCNCMENI_00865","ABPCLIDI_01411","DPDPODFO_01382","GEBNMNOD_00734","FPOKCNBF_00389","JPMNGIHJ_00712","IENJPBOG_00587","EKEBIHOE_01307","KADELANJ_01267","NDKHHKNJ_01006","PDJHNNAA_00349","PHDCEHKO_00542","OOEMJHNJ_01267"
"tsaA","","putative peroxiredoxin","20","20","1","5","33","","","","596","596","596","BJDFHBJJ_01039","FHFNEIGL_00972","NPNHHEFA_00788","EKGGEFJM_00309","IPCEDBCE_00146","BPLIIOBE_00027","LAKMDKJD_00865","HCNCMENI_01083","ABPCLIDI_00079","DPDPODFO_00646","GEBNMNOD_00024","FPOKCNBF_01527","JPMNGIHJ_01532","IENJPBOG_00124","EKEBIHOE_01227","KADELANJ_01306","NDKHHKNJ_00683","PDJHNNAA_01337","PHDCEHKO_01315","OOEMJHNJ_01459"
"atpB","","ATP synthase subunit a","20","20","1","4","173","","","","680","680","680","BJDFHBJJ_00106","FHFNEIGL_00105","NPNHHEFA_00104","EKGGEFJM_00102","IPCEDBCE_00273","BPLIIOBE_00237","LAKMDKJD_00105","HCNCMENI_00104","ABPCLIDI_00817","DPDPODFO_00130","GEBNMNOD_00553","FPOKCNBF_00038","JPMNGIHJ_00212","IENJPBOG_00085","EKEBIHOE_01143","KADELANJ_01170","NDKHHKNJ_00253","PDJHNNAA_01130","PHDCEHKO_01103","OOEMJHNJ_01168"
"group_1082","","putative RNA pseudouridine synthase","20","20","1","3","99","","","","728","728","728","BJDFHBJJ_00979","FHFNEIGL_00912","NPNHHEFA_00964","EKGGEFJM_01048","IPCEDBCE_01095","BPLIIOBE_01076","LAKMDKJD_01099","HCNCMENI_00465","ABPCLIDI_00638","DPDPODFO_00909","GEBNMNOD_01155","FPOKCNBF_00508","JPMNGIHJ_01205","IENJPBOG_01254","EKEBIHOE_00294","KADELANJ_00475","NDKHHKNJ_00373","PDJHNNAA_00971","PHDCEHKO_00061","OOEMJHNJ_01396"
"pyrC_2","","Dihydroorotase","20","20","1","1","445","","","","1136","1136","1136","BJDFHBJJ_00456","FHFNEIGL_01119","NPNHHEFA_00344","EKGGEFJM_00536","IPCEDBCE_00708","BPLIIOBE_00614","LAKMDKJD_00550","HCNCMENI_00547","ABPCLIDI_00941","DPDPODFO_00384","GEBNMNOD_00681","FPOKCNBF_00296","JPMNGIHJ_01121","IENJPBOG_01132","EKEBIHOE_00364","KADELANJ_00278","NDKHHKNJ_01262","PDJHNNAA_00676","PHDCEHKO_00760","OOEMJHNJ_00851"
"flgI","","Flagellar P-ring protein","20","20","1","1","423","","","","1028","1028","1028","BJDFHBJJ_00477","FHFNEIGL_01431","NPNHHEFA_00365","EKGGEFJM_00557","IPCEDBCE_00728","BPLIIOBE_00634","LAKMDKJD_00570","HCNCMENI_00568","ABPCLIDI_00921","DPDPODFO_00404","GEBNMNOD_00701","FPOKCNBF_00316","JPMNGIHJ_01101","IENJPBOG_01153","EKEBIHOE_00384","KADELANJ_00298","NDKHHKNJ_01282","PDJHNNAA_00656","PHDCEHKO_00740","OOEMJHNJ_00871"
"parB","","putative chromosome-partitioning protein ParB","20","20","1","2","167","","","","872","872","872","BJDFHBJJ_01476","FHFNEIGL_01405","NPNHHEFA_01400","EKGGEFJM_01424","IPCEDBCE_01471","BPLIIOBE_01451","LAKMDKJD_01491","HCNCMENI_01416","ABPCLIDI_01537","DPDPODFO_01442","GEBNMNOD_01268","FPOKCNBF_00769","JPMNGIHJ_01411","IENJPBOG_01546","EKEBIHOE_01487","KADELANJ_00988","NDKHHKNJ_01324","PDJHNNAA_01530","PHDCEHKO_01224","OOEMJHNJ_01543"
"pseH","","UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase","20","20","1","2","17","","","","542","542","542","BJDFHBJJ_01227","FHFNEIGL_01023","NPNHHEFA_01101","EKGGEFJM_01149","IPCEDBCE_01195","BPLIIOBE_01219","LAKMDKJD_01178","HCNCMENI_01133","ABPCLIDI_00561","DPDPODFO_01494","GEBNMNOD_00480","FPOKCNBF_01151","JPMNGIHJ_00967","IENJPBOG_00054","EKEBIHOE_00735","KADELANJ_00111","NDKHHKNJ_00284","PDJHNNAA_01326","PHDCEHKO_00359","OOEMJHNJ_00460"
"dpnA_5","","Modification methylase DpnIIB","20","20","1","1","137","","","","866","866","866","BJDFHBJJ_00837","FHFNEIGL_00848","NPNHHEFA_00655","EKGGEFJM_00855","IPCEDBCE_01023","BPLIIOBE_01014","LAKMDKJD_00788","HCNCMENI_00948","ABPCLIDI_01044","DPDPODFO_00307","GEBNMNOD_01220","FPOKCNBF_01043","JPMNGIHJ_00249","IENJPBOG_00860","EKEBIHOE_01448","KADELANJ_00201","NDKHHKNJ_00627","PDJHNNAA_00107","PHDCEHKO_00896","OOEMJHNJ_01319"
"mdaB","","Modulator of drug activity B","20","20","1","2","366","","","","584","584","584","BJDFHBJJ_00276","FHFNEIGL_00187","NPNHHEFA_00274","EKGGEFJM_00188","IPCEDBCE_00360","BPLIIOBE_00360","LAKMDKJD_00277","HCNCMENI_00190","ABPCLIDI_01433","DPDPODFO_00444","GEBNMNOD_00330","FPOKCNBF_00796","JPMNGIHJ_00398","IENJPBOG_00802","EKEBIHOE_00660","KADELANJ_00679","NDKHHKNJ_00786","PDJHNNAA_00316","PHDCEHKO_00615","OOEMJHNJ_00168"
"ureI","","Acid-activated urea channel","20","20","1","5","127","","","","587","587","587","BJDFHBJJ_00346","FHFNEIGL_00356","NPNHHEFA_00925","EKGGEFJM_00929","IPCEDBCE_00048","BPLIIOBE_00125","LAKMDKJD_00347","HCNCMENI_00342","ABPCLIDI_00177","DPDPODFO_00744","GEBNMNOD_01339","FPOKCNBF_01365","JPMNGIHJ_01068","IENJPBOG_00221","EKEBIHOE_00521","KADELANJ_01373","NDKHHKNJ_01383","PDJHNNAA_01259","PHDCEHKO_00505","OOEMJHNJ_00296"
"group_1090","","hypothetical protein","20","20","1","2","187","","","","434","434","434","BJDFHBJJ_01457","FHFNEIGL_01387","NPNHHEFA_01382","EKGGEFJM_01406","IPCEDBCE_01489","BPLIIOBE_01469","LAKMDKJD_01472","HCNCMENI_01398","ABPCLIDI_01519","DPDPODFO_01460","GEBNMNOD_01286","FPOKCNBF_00751","JPMNGIHJ_01429","IENJPBOG_01528","EKEBIHOE_01469","KADELANJ_01006","NDKHHKNJ_01306","PDJHNNAA_01512","PHDCEHKO_01206","OOEMJHNJ_01561"
"zipA","","Cell division protein ZipA","20","20","1","1","315","","","","803","803","803","BJDFHBJJ_00675","FHFNEIGL_00767","NPNHHEFA_01176","EKGGEFJM_00456","IPCEDBCE_00506","BPLIIOBE_00503","LAKMDKJD_00728","HCNCMENI_00727","ABPCLIDI_01161","DPDPODFO_00228","GEBNMNOD_01453","FPOKCNBF_00960","JPMNGIHJ_00585","IENJPBOG_00472","EKEBIHOE_00606","KADELANJ_00043","NDKHHKNJ_01101","PDJHNNAA_01073","PHDCEHKO_01023","OOEMJHNJ_00577"
"rplE","","50S ribosomal protein L5","20","20","1","1","234","","","","545","545","545","BJDFHBJJ_00755","FHFNEIGL_01537","NPNHHEFA_00497","EKGGEFJM_00718","IPCEDBCE_00896","BPLIIOBE_00848","LAKMDKJD_00624","HCNCMENI_00786","ABPCLIDI_00064","DPDPODFO_01110","GEBNMNOD_00840","FPOKCNBF_01239","JPMNGIHJ_00091","IENJPBOG_00635","EKEBIHOE_00416","KADELANJ_01069","NDKHHKNJ_00979","PDJHNNAA_00788","PHDCEHKO_01138","OOEMJHNJ_00767"
"asd","","Aspartate-semialdehyde dehydrogenase","20","20","1","1","554","","","","1040","1040","1040","BJDFHBJJ_01136","FHFNEIGL_00461","NPNHHEFA_00828","EKGGEFJM_01137","IPCEDBCE_01128","BPLIIOBE_01109","LAKMDKJD_00954","HCNCMENI_01338","ABPCLIDI_00415","DPDPODFO_01001","GEBNMNOD_01259","FPOKCNBF_00731","JPMNGIHJ_01382","IENJPBOG_00335","EKEBIHOE_00030","KADELANJ_00842","NDKHHKNJ_00442","PDJHNNAA_00538","PHDCEHKO_01290","OOEMJHNJ_01523"
"ruvC","","Crossover junction endodeoxyribonuclease RuvC","20","20","1","4","21","","","","473","473","473","BJDFHBJJ_00158","FHFNEIGL_00155","NPNHHEFA_00154","EKGGEFJM_00151","IPCEDBCE_00322","BPLIIOBE_00188","LAKMDKJD_00155","HCNCMENI_00153","ABPCLIDI_00254","DPDPODFO_00017","GEBNMNOD_00177","FPOKCNBF_00099","JPMNGIHJ_01461","IENJPBOG_01189","EKEBIHOE_00230","KADELANJ_00728","NDKHHKNJ_00823","PDJHNNAA_00896","PHDCEHKO_00126","OOEMJHNJ_00383"
"group_1095","","hypothetical protein","20","20","1","2","342","","","","569","569","569","BJDFHBJJ_00257","FHFNEIGL_00209","NPNHHEFA_00254","EKGGEFJM_00208","IPCEDBCE_00380","BPLIIOBE_00379","LAKMDKJD_00256","HCNCMENI_00211","ABPCLIDI_00295","DPDPODFO_00464","GEBNMNOD_00350","FPOKCNBF_00816","JPMNGIHJ_00418","IENJPBOG_00782","EKEBIHOE_00936","KADELANJ_00659","NDKHHKNJ_00766","PDJHNNAA_00295","PHDCEHKO_00636","OOEMJHNJ_00188"
"salL","","Adenosyl-chloride synthase","20","20","1","2","80","","","","902","902","902","BJDFHBJJ_00588","FHFNEIGL_00679","NPNHHEFA_00573","EKGGEFJM_00764","IPCEDBCE_00942","BPLIIOBE_00966","LAKMDKJD_01052","HCNCMENI_00864","ABPCLIDI_01412","DPDPODFO_01381","GEBNMNOD_00733","FPOKCNBF_00390","JPMNGIHJ_00711","IENJPBOG_00588","EKEBIHOE_01308","KADELANJ_01268","NDKHHKNJ_01005","PDJHNNAA_00348","PHDCEHKO_00541","OOEMJHNJ_01268"
"group_1097","","hypothetical protein","20","20","1","2","95","","","","1001","1001","1001","BJDFHBJJ_00602","FHFNEIGL_00693","NPNHHEFA_00587","EKGGEFJM_00778","IPCEDBCE_00956","BPLIIOBE_00952","LAKMDKJD_01037","HCNCMENI_00879","ABPCLIDI_01399","DPDPODFO_01395","GEBNMNOD_00746","FPOKCNBF_00376","JPMNGIHJ_00725","IENJPBOG_00574","EKEBIHOE_01294","KADELANJ_01255","NDKHHKNJ_01019","PDJHNNAA_00361","PHDCEHKO_00554","OOEMJHNJ_01255"
"ureG","","Urease accessory protein UreG","20","20","1","5","130","","","","599","599","599","BJDFHBJJ_00349","FHFNEIGL_00353","NPNHHEFA_00928","EKGGEFJM_00932","IPCEDBCE_00051","BPLIIOBE_00122","LAKMDKJD_00350","HCNCMENI_00345","ABPCLIDI_00174","DPDPODFO_00741","GEBNMNOD_01342","FPOKCNBF_01362","JPMNGIHJ_01071","IENJPBOG_00218","EKEBIHOE_00518","KADELANJ_01376","NDKHHKNJ_01386","PDJHNNAA_01262","PHDCEHKO_00508","OOEMJHNJ_00299"
"group_1099","","hypothetical protein","20","20","1","3","48","","","","890","890","890","BJDFHBJJ_01580","FHFNEIGL_01526","NPNHHEFA_01556","EKGGEFJM_01545","IPCEDBCE_01555","BPLIIOBE_01545","LAKMDKJD_01580","HCNCMENI_01565","ABPCLIDI_01507","DPDPODFO_01550","GEBNMNOD_01530","FPOKCNBF_01547","JPMNGIHJ_01174","IENJPBOG_01521","EKEBIHOE_01546","KADELANJ_01392","NDKHHKNJ_01488","PDJHNNAA_00941","PHDCEHKO_01556","OOEMJHNJ_01361"
"dsbD","","Thiol:disulfide interchange protein DsbD","20","20","1","1","444","","","","524","719","699","BJDFHBJJ_00457","FHFNEIGL_01120","NPNHHEFA_00345","EKGGEFJM_00537","IPCEDBCE_00709","BPLIIOBE_00615","LAKMDKJD_00551","HCNCMENI_00548","ABPCLIDI_00940","DPDPODFO_00385","GEBNMNOD_00682","FPOKCNBF_00297","JPMNGIHJ_01120","IENJPBOG_01133","EKEBIHOE_00365","KADELANJ_00279","NDKHHKNJ_01263","PDJHNNAA_00675","PHDCEHKO_00759","OOEMJHNJ_00852"
"group_1100","","hypothetical protein","20","20","1","2","246","","","","347","347","347","BJDFHBJJ_01288","FHFNEIGL_01254","NPNHHEFA_01214","EKGGEFJM_01252","IPCEDBCE_01338","BPLIIOBE_01344","LAKMDKJD_01305","HCNCMENI_01264","ABPCLIDI_00383","DPDPODFO_00553","GEBNMNOD_00438","FPOKCNBF_00476","JPMNGIHJ_00689","IENJPBOG_00423","EKEBIHOE_01381","KADELANJ_00094","NDKHHKNJ_00023","PDJHNNAA_00604","PHDCEHKO_00841","OOEMJHNJ_00418"
"group_1101","","hypothetical protein","20","20","1","1","251","","","","251","251","251","BJDFHBJJ_00738","FHFNEIGL_01547","NPNHHEFA_00480","EKGGEFJM_00735","IPCEDBCE_00913","BPLIIOBE_00831","LAKMDKJD_00607","HCNCMENI_00769","ABPCLIDI_01488","DPDPODFO_01093","GEBNMNOD_00823","FPOKCNBF_01222","JPMNGIHJ_00074","IENJPBOG_00618","EKEBIHOE_00433","KADELANJ_01052","NDKHHKNJ_01509","PDJHNNAA_01011","PHDCEHKO_00850","OOEMJHNJ_00784"
"aguA","","Agmatine deiminase","20","20","1","5","154","","","","992","992","992","BJDFHBJJ_00369","FHFNEIGL_00331","NPNHHEFA_01035","EKGGEFJM_00384","IPCEDBCE_00071","BPLIIOBE_00102","LAKMDKJD_00371","HCNCMENI_00365","ABPCLIDI_00154","DPDPODFO_00721","GEBNMNOD_01362","FPOKCNBF_00199","JPMNGIHJ_00009","IENJPBOG_00198","EKEBIHOE_00498","KADELANJ_01417","NDKHHKNJ_01165","PDJHNNAA_00489","PHDCEHKO_01390","OOEMJHNJ_00319"
"tsaD","","tRNA N6-adenosine threonylcarbamoyltransferase","20","20","1","5","55","","","","1022","1022","1022","BJDFHBJJ_01061","FHFNEIGL_00994","NPNHHEFA_00809","EKGGEFJM_00330","IPCEDBCE_00125","BPLIIOBE_00048","LAKMDKJD_00844","HCNCMENI_01104","ABPCLIDI_00100","DPDPODFO_00667","GEBNMNOD_00003","FPOKCNBF_01506","JPMNGIHJ_01553","IENJPBOG_00145","EKEBIHOE_01248","KADELANJ_01285","NDKHHKNJ_00662","PDJHNNAA_01358","PHDCEHKO_01336","OOEMJHNJ_01438"
"exbB_1","","Biopolymer transport protein ExbB","20","20","1","1","653","","","","452","452","452","BJDFHBJJ_01565","FHFNEIGL_00598","NPNHHEFA_00389","EKGGEFJM_00582","IPCEDBCE_00573","BPLIIOBE_00741","LAKMDKJD_00495","HCNCMENI_00592","ABPCLIDI_00679","DPDPODFO_00798","GEBNMNOD_00111","FPOKCNBF_00642","JPMNGIHJ_00291","IENJPBOG_00330","EKEBIHOE_00173","KADELANJ_00363","NDKHHKNJ_00059","PDJHNNAA_00086","PHDCEHKO_00263","OOEMJHNJ_00950"
"group_1105","","hypothetical protein","20","20","1","2","277","","","","554","554","554","BJDFHBJJ_00196","FHFNEIGL_00270","NPNHHEFA_00192","EKGGEFJM_00269","IPCEDBCE_00441","BPLIIOBE_00440","LAKMDKJD_00194","HCNCMENI_00272","ABPCLIDI_00355","DPDPODFO_00525","GEBNMNOD_00410","FPOKCNBF_00877","JPMNGIHJ_00479","IENJPBOG_00720","EKEBIHOE_00874","KADELANJ_00596","NDKHHKNJ_00705","PDJHNNAA_00234","PHDCEHKO_00697","OOEMJHNJ_00249"
"fldA","","Flavodoxin","20","20","1","1","362","","","","494","494","494","BJDFHBJJ_01153","FHFNEIGL_00491","NPNHHEFA_01138","EKGGEFJM_01220","IPCEDBCE_01265","BPLIIOBE_01246","LAKMDKJD_01205","HCNCMENI_01206","ABPCLIDI_01249","DPDPODFO_01029","GEBNMNOD_01092","FPOKCNBF_00418","JPMNGIHJ_01272","IENJPBOG_01295","EKEBIHOE_00836","KADELANJ_00773","NDKHHKNJ_00425","PDJHNNAA_00418","PHDCEHKO_00429","OOEMJHNJ_01490"
"group_1107","","hypothetical protein","20","20","1","5","49","","","","1118","1118","1118","BJDFHBJJ_01055","FHFNEIGL_00988","NPNHHEFA_00803","EKGGEFJM_00324","IPCEDBCE_00131","BPLIIOBE_00042","LAKMDKJD_00850","HCNCMENI_01098","ABPCLIDI_00094","DPDPODFO_00661","GEBNMNOD_00009","FPOKCNBF_01512","JPMNGIHJ_01547","IENJPBOG_00139","EKEBIHOE_01242","KADELANJ_01291","NDKHHKNJ_00668","PDJHNNAA_01352","PHDCEHKO_01330","OOEMJHNJ_01444"
"yqgF","","Putative pre-16S rRNA nuclease","20","20","1","2","24","","","","404","404","404","BJDFHBJJ_01219","FHFNEIGL_01031","NPNHHEFA_01093","EKGGEFJM_01157","IPCEDBCE_01203","BPLIIOBE_01211","LAKMDKJD_01170","HCNCMENI_01141","ABPCLIDI_00553","DPDPODFO_01502","GEBNMNOD_00488","FPOKCNBF_01159","JPMNGIHJ_00975","IENJPBOG_00046","EKEBIHOE_00727","KADELANJ_00119","NDKHHKNJ_00292","PDJHNNAA_01318","PHDCEHKO_00367","OOEMJHNJ_00468"
"clpP","","ATP-dependent Clp protease proteolytic subunit","20","20","1","4","134","","","","587","587","587","BJDFHBJJ_00072","FHFNEIGL_00071","NPNHHEFA_00070","EKGGEFJM_00068","IPCEDBCE_00239","BPLIIOBE_00271","LAKMDKJD_00070","HCNCMENI_00070","ABPCLIDI_00782","DPDPODFO_00164","GEBNMNOD_00587","FPOKCNBF_00004","JPMNGIHJ_00178","IENJPBOG_00120","EKEBIHOE_01108","KADELANJ_01136","NDKHHKNJ_00219","PDJHNNAA_01096","PHDCEHKO_01069","OOEMJHNJ_01134"
"group_1110","","hypothetical protein","20","20","1","4","26","","","","329","329","329","BJDFHBJJ_00153","FHFNEIGL_00150","NPNHHEFA_00149","EKGGEFJM_00146","IPCEDBCE_00317","BPLIIOBE_00193","LAKMDKJD_00150","HCNCMENI_00148","ABPCLIDI_00249","DPDPODFO_00022","GEBNMNOD_00172","FPOKCNBF_00104","JPMNGIHJ_01456","IENJPBOG_01194","EKEBIHOE_00235","KADELANJ_00733","NDKHHKNJ_00828","PDJHNNAA_00891","PHDCEHKO_00121","OOEMJHNJ_00388"
"ureF","","Urease accessory protein UreF","20","20","1","5","129","","","","746","746","746","BJDFHBJJ_00348","FHFNEIGL_00354","NPNHHEFA_00927","EKGGEFJM_00931","IPCEDBCE_00050","BPLIIOBE_00123","LAKMDKJD_00349","HCNCMENI_00344","ABPCLIDI_00175","DPDPODFO_00742","GEBNMNOD_01341","FPOKCNBF_01363","JPMNGIHJ_01070","IENJPBOG_00219","EKEBIHOE_00519","KADELANJ_01375","NDKHHKNJ_01385","PDJHNNAA_01261","PHDCEHKO_00507","OOEMJHNJ_00298"
"dgkA","","Diacylglycerol kinase","20","20","1","2","90","","","","386","386","386","BJDFHBJJ_00597","FHFNEIGL_00688","NPNHHEFA_00582","EKGGEFJM_00772","IPCEDBCE_00950","BPLIIOBE_00958","LAKMDKJD_01043","HCNCMENI_00873","ABPCLIDI_01404","DPDPODFO_01389","GEBNMNOD_00741","FPOKCNBF_00382","JPMNGIHJ_00719","IENJPBOG_00580","EKEBIHOE_01300","KADELANJ_01260","NDKHHKNJ_01013","PDJHNNAA_00356","PHDCEHKO_00549","OOEMJHNJ_01260"
"yxdL","","ABC transporter ATP-binding protein YxdL","20","20","1","2","346","","","","701","701","701","BJDFHBJJ_00260","FHFNEIGL_00206","NPNHHEFA_00257","EKGGEFJM_00205","IPCEDBCE_00377","BPLIIOBE_00376","LAKMDKJD_00259","HCNCMENI_00207","ABPCLIDI_00292","DPDPODFO_00461","GEBNMNOD_00347","FPOKCNBF_00813","JPMNGIHJ_00415","IENJPBOG_00785","EKEBIHOE_00939","KADELANJ_00662","NDKHHKNJ_00769","PDJHNNAA_00299","PHDCEHKO_00632","OOEMJHNJ_00185"
